 ,baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
180,322.838,64.267,1654.130,1439.894,1.069,0.797,2.517,1.877,2.197,3.427,22.346,0.381,0.290,0.397,0.275,0.935,0.649,0.569,7
181,341.807,63.440,1582.489,1485.860,1.282,1.239,3.020,2.917,2.968,3.095,12.643,0.256,0.247,0.284,0.274,0.668,0.646,0.465,7
182,324.869,59.337,406.984,1521.529,0.816,0.702,1.921,1.654,1.788,2.769,27.086,0.333,0.263,0.310,0.390,0.731,0.919,0.587,7
183,330.035,47.498,583.927,1588.896,1.119,1.629,2.635,3.835,3.235,3.465,12.564,0.296,0.431,0.337,0.484,0.793,1.140,0.694,7
184,339.015,76.413,664.698,1690.340,3.019,2.339,7.109,5.509,6.309,16.224,14.492,0.363,0.265,0.810,0.675,1.907,1.589,1.241,7
185,302.895,48.168,1957.423,1980.727,1.015,1.125,2.390,2.648,2.519,3.162,17.103,0.360,0.399,0.386,0.425,0.909,1.001,0.676,7
186,312.234,48.715,1134.893,112.943,0.873,0.917,2.055,2.160,2.108,2.784,19.060,0.350,0.367,0.349,0.371,0.822,0.874,0.600,7
187,324.244,77.585,924.400,130.518,0.817,0.861,1.925,2.028,1.977,2.649,20.906,0.207,0.219,0.235,0.243,0.553,0.571,0.398,7
188,323.270,50.987,1199.004,217.639,0.834,1.226,1.965,2.887,2.426,2.914,16.808,0.285,0.413,0.277,0.436,0.652,1.026,0.608,7
189,320.223,55.043,1231.766,367.930,1.155,0.952,2.719,2.242,2.480,2.530,14.046,0.296,0.245,0.314,0.255,0.740,0.601,0.476,7
190,316.212,59.024,1767.169,419.644,0.785,1.150,1.848,2.707,2.278,2.796,17.669,0.243,0.350,0.238,0.367,0.561,0.863,0.515,7
191,321.526,67.128,608.397,427.035,1.156,0.652,2.722,1.535,2.128,3.284,21.710,0.405,0.263,0.420,0.194,0.989,0.457,0.545,7
192,324.508,71.174,1217.499,608.168,0.868,1.062,2.043,2.500,2.272,2.936,18.845,0.224,0.276,0.250,0.289,0.588,0.681,0.450,7
193,328.185,63.687,1229.837,754.754,1.045,0.801,2.461,1.886,2.174,2.552,17.231,0.283,0.218,0.294,0.227,0.693,0.533,0.437,7
194,319.251,118.750,156.874,765.249,0.886,0.423,2.086,0.996,1.541,2.612,131.628,0.212,0.530,0.209,0.444,0.492,1.045,0.577,7
195,324.603,80.767,1224.270,773.167,1.456,0.481,3.428,1.132,2.280,2.318,21.386,0.298,0.230,0.307,0.161,0.724,0.379,0.408,7
196,315.691,38.587,1892.367,791.229,1.142,1.642,2.689,3.867,3.278,3.888,13.724,0.405,0.583,0.465,0.659,1.096,1.552,0.950,7
197,374.599,70.187,873.838,807.864,2.503,1.923,5.893,4.528,5.211,7.347,10.625,0.459,0.276,0.654,0.412,1.540,0.970,0.910,7
198,326.003,56.949,1348.599,886.316,0.798,0.998,1.879,2.350,2.114,2.686,19.400,0.258,0.327,0.300,0.342,0.707,0.805,0.536,7
199,331.384,58.570,334.633,926.580,0.833,1.581,1.961,3.724,2.842,3.273,16.250,0.225,0.430,0.259,0.462,0.610,1.088,0.624,7
200,324.724,98.306,1862.818,989.066,2.968,2.895,6.989,6.816,6.903,18.754,16.218,0.253,0.248,0.666,0.664,1.569,1.563,1.107,7
201,325.262,44.636,915.092,1036.332,0.937,2.043,2.206,4.811,3.509,3.545,13.170,0.275,0.605,0.305,0.680,0.717,1.602,0.878,7
202,364.063,69.852,1339.963,1214.671,2.420,2.279,5.699,5.367,5.533,8.955,9.867,0.289,0.293,0.496,0.529,1.169,1.246,0.854,7
203,327.443,40.353,945.027,1286.273,0.989,1.358,2.329,3.197,2.763,3.214,15.250,0.375,0.515,0.402,0.556,0.948,1.310,0.809,7
204,346.462,60.760,1212.746,1305.794,1.465,0.684,3.449,1.610,2.529,2.756,16.397,0.399,0.200,0.419,0.192,0.987,0.453,0.543,7
205,327.401,81.505,1397.462,1432.574,0.577,0.925,1.358,2.179,1.768,2.919,53.643,0.161,0.300,0.456,0.317,1.075,0.745,0.654,7
206,321.165,91.930,207.965,1459.456,0.983,0.551,2.315,1.299,1.807,3.085,70.615,0.300,0.150,0.305,0.489,0.719,1.152,0.679,7
207,321.159,52.324,1635.880,1460.973,1.134,0.863,2.671,2.033,2.352,3.079,18.406,0.405,0.311,0.426,0.309,1.004,0.727,0.620,7
208,317.168,74.514,389.509,1513.521,0.510,1.247,1.201,2.937,2.069,2.811,104.820,0.118,0.392,0.737,0.407,1.736,0.959,0.992,7
209,323.656,49.758,881.752,1514.994,1.334,1.154,3.142,2.718,2.930,3.098,13.098,0.351,0.304,0.386,0.336,0.910,0.790,0.603,7
210,316.419,53.779,1731.870,1688.595,0.796,0.880,1.874,2.072,1.973,2.972,22.354,0.340,0.367,0.323,0.396,0.762,0.933,0.602,7
211,319.413,89.747,988.471,1934.063,0.824,0.542,1.940,1.277,1.608,2.560,22.750,0.219,0.225,0.247,0.135,0.581,0.318,0.331,7
212,308.537,46.342,287.832,74.293,1.266,1.220,2.982,2.873,2.928,3.666,15.340,0.419,0.404,0.464,0.447,1.092,1.053,0.758,7
213,320.302,54.486,1331.331,161.259,1.652,0.795,3.891,1.872,2.881,3.020,14.935,0.451,0.218,0.483,0.237,1.137,0.557,0.633,7
214,319.583,39.797,900.151,329.222,1.594,1.160,3.753,2.731,3.242,4.231,15.054,0.603,0.438,0.681,0.502,1.604,1.182,0.996,7
215,365.328,69.758,432.940,395.565,2.686,2.694,6.325,6.343,6.334,10.931,10.840,0.460,0.335,0.805,0.606,1.896,1.426,1.186,7
216,328.827,43.553,1224.428,438.413,1.209,1.296,2.847,3.052,2.950,2.870,11.885,0.330,0.354,0.366,0.392,0.861,0.922,0.631,7
217,327.593,59.791,1588.290,558.091,0.569,1.007,1.339,2.372,1.856,2.909,33.299,0.317,0.422,0.373,0.431,0.879,1.015,0.671,7
218,317.542,56.606,168.392,738.614,0.969,1.016,2.282,2.392,2.337,2.940,17.802,0.303,0.318,0.323,0.337,0.761,0.793,0.549,7
219,331.141,54.903,1073.834,829.755,1.026,0.848,2.417,1.996,2.206,3.115,20.474,0.383,0.317,0.399,0.330,0.940,0.778,0.610,7
220,323.751,47.822,1894.803,841.997,1.440,1.968,3.390,4.634,4.012,4.238,9.871,0.292,0.410,0.377,0.516,0.887,1.216,0.753,7
221,323.516,47.235,521.669,869.638,1.369,1.016,3.225,2.393,2.809,3.239,15.013,0.435,0.322,0.471,0.353,1.109,0.831,0.693,7
222,325.872,56.723,763.073,1016.827,1.273,0.755,2.999,1.777,2.388,3.119,18.798,0.431,0.263,0.452,0.253,1.065,0.597,0.611,7
223,321.227,40.742,147.118,1032.609,0.985,1.070,2.319,2.519,2.419,3.165,18.153,0.440,0.477,0.462,0.506,1.087,1.193,0.807,7
224,340.992,42.109,1030.538,1047.692,1.095,1.120,2.578,2.638,2.608,3.637,18.581,0.483,0.494,0.519,0.531,1.223,1.250,0.874,7
225,312.852,75.736,1937.064,1048.043,0.555,1.107,1.307,2.606,1.957,2.502,17.853,0.211,0.288,0.132,0.296,0.310,0.696,0.381,7
226,325.506,35.703,1336.011,1062.724,1.404,1.455,3.306,3.425,3.366,4.253,13.357,0.525,0.544,0.618,0.638,1.454,1.502,1.045,7
227,318.653,54.388,1814.869,1113.455,1.059,1.286,2.494,3.029,2.761,3.869,18.158,0.354,0.430,0.383,0.466,0.903,1.097,0.710,7
228,328.746,53.201,1863.264,1142.413,2.055,2.044,4.838,4.813,4.825,8.606,10.829,0.387,0.388,0.635,0.639,1.494,1.505,1.061,7
229,337.584,62.836,1548.236,1168.626,2.947,2.122,6.939,4.996,5.967,11.562,11.252,0.436,0.278,0.813,0.598,1.915,1.409,1.189,7
230,328.918,71.646,943.051,1272.372,0.983,0.704,2.315,1.658,1.987,2.894,24.298,0.303,0.212,0.310,0.277,0.730,0.652,0.490,7
231,328.186,39.629,485.565,1372.092,1.105,0.770,2.602,1.813,2.207,3.247,21.033,0.606,0.436,0.633,0.399,1.491,0.940,0.881,7
232,360.266,52.506,698.495,1423.308,1.345,0.985,3.168,2.320,2.744,3.536,17.031,0.436,0.319,0.470,0.347,1.108,0.817,0.688,7
233,331.091,37.809,391.898,1425.719,0.846,0.898,1.991,2.116,2.053,3.238,23.044,0.528,0.554,0.516,0.580,1.216,1.365,0.914,7
234,322.278,72.197,484.936,1452.418,1.394,0.515,3.283,1.213,2.248,3.109,82.051,0.460,0.230,0.479,0.625,1.128,1.471,0.927,7
235,322.075,47.857,1444.064,1488.833,1.003,0.754,2.361,1.776,2.068,2.930,20.681,0.444,0.344,0.457,0.326,1.076,0.767,0.661,7
236,365.493,44.399,624.741,1573.970,1.124,1.369,2.646,3.224,2.935,4.170,17.819,0.450,0.549,0.497,0.602,1.170,1.417,0.919,7
237,313.618,71.764,173.548,1617.271,0.985,0.795,2.318,1.872,2.095,2.633,18.762,0.254,0.206,0.268,0.218,0.630,0.514,0.407,7
238,329.613,52.800,1268.675,1681.700,1.010,0.944,2.377,2.224,2.301,2.975,18.404,0.351,0.328,0.370,0.347,0.872,0.817,0.597,7
239,314.544,39.924,75.926,1690.102,1.148,0.741,2.702,1.745,2.224,2.819,18.115,0.542,0.366,0.565,0.326,1.330,0.768,0.768,7
240,318.205,47.506,1360.392,1725.143,1.385,0.769,3.262,1.810,2.536,2.811,15.724,0.470,0.268,0.496,0.257,1.169,0.604,0.658,7
241,322.535,64.863,1507.578,1761.227,0.912,0.757,2.147,1.782,1.964,2.906,22.360,0.311,0.264,0.332,0.266,0.781,0.626,0.501,7
242,319.193,52.602,1088.203,1807.029,1.157,1.212,2.724,2.855,2.789,3.159,14.421,0.317,0.332,0.346,0.363,0.815,0.854,0.590,7
243,319.405,51.697,1221.045,1877.907,1.485,0.864,3.498,2.034,2.766,2.892,14.210,0.414,0.242,0.443,0.248,1.044,0.584,0.598,7
244,304.711,61.507,25.819,1908.129,0.612,1.024,1.441,2.410,1.926,2.774,22.049,0.271,0.372,0.228,0.381,0.538,0.897,0.523,7
245,314.749,53.694,1931.871,1931.952,1.099,1.015,2.589,2.389,2.489,3.020,16.587,0.340,0.314,0.362,0.332,0.852,0.782,0.578,7
246,318.053,56.622,400.077,1962.962,1.039,0.949,2.447,2.234,2.340,2.985,17.904,0.331,0.303,0.347,0.313,0.817,0.736,0.550,7
247,303.735,51.356,382.917,27.847,1.145,0.948,2.697,2.233,2.465,3.384,18.947,0.424,0.352,0.450,0.369,1.059,0.868,0.685,7
248,302.985,73.408,1965.267,29.608,0.527,1.932,1.241,4.550,2.895,2.939,26.842,0.216,0.465,0.231,0.496,0.545,1.168,0.644,7
249,313.724,46.168,1162.788,129.246,0.988,2.279,2.326,5.368,3.847,3.424,11.484,0.240,0.579,0.277,0.683,0.652,1.609,0.868,7
250,321.754,75.872,885.808,184.911,0.900,0.550,2.119,1.295,1.707,2.375,19.594,0.254,0.232,0.256,0.147,0.602,0.345,0.347,7
251,317.895,49.261,1139.403,186.801,0.997,1.380,2.348,3.250,2.799,3.115,14.529,0.293,0.406,0.322,0.441,0.758,1.037,0.642,7
252,320.724,65.288,1148.085,205.771,0.499,0.773,1.176,1.820,1.498,2.796,26.337,0.414,0.337,0.236,0.335,0.556,0.790,0.483,7
253,318.502,46.384,608.430,242.067,0.921,0.954,2.169,2.245,2.207,3.178,20.819,0.411,0.428,0.442,0.440,1.040,1.035,0.734,7
254,322.361,24.748,1101.349,269.182,0.793,0.948,1.866,2.233,2.050,3.320,24.648,0.762,0.922,0.859,0.949,2.024,2.234,1.507,7
255,306.303,61.490,51.780,279.649,0.950,0.798,2.237,1.880,2.059,2.898,21.375,0.322,0.268,0.333,0.301,0.785,0.710,0.529,7
256,331.100,71.067,965.162,283.211,0.962,0.834,2.264,1.963,2.114,2.940,20.304,0.277,0.241,0.286,0.246,0.673,0.579,0.444,7
257,331.653,42.529,1163.319,298.412,1.037,0.868,2.441,2.044,2.243,2.978,19.392,0.465,0.387,0.488,0.427,1.150,1.006,0.764,7
258,311.247,38.157,206.264,447.181,0.988,1.472,2.327,3.466,2.896,3.426,15.267,0.395,0.589,0.433,0.641,1.021,1.510,0.911,7
259,328.066,39.260,657.681,460.241,0.760,1.878,1.789,4.422,3.105,3.515,17.132,0.318,0.798,0.375,0.875,0.883,2.059,1.120,7
260,313.865,45.725,1730.436,485.660,0.952,1.225,2.241,2.886,2.563,3.149,16.809,0.347,0.448,0.378,0.479,0.890,1.127,0.718,7
261,344.894,95.815,717.231,495.681,0.470,1.010,1.106,2.379,1.742,2.997,57.679,0.378,0.296,0.321,0.303,0.756,0.714,0.520,7
262,301.726,51.831,1989.987,568.043,2.546,0.670,5.996,1.579,3.787,2.843,12.031,0.636,0.179,0.757,0.144,1.784,0.338,0.908,7
263,302.996,40.805,3.869,568.833,1.624,2.151,3.823,5.066,4.445,6.813,11.170,0.429,0.577,0.645,0.802,1.519,1.889,1.212,7
264,310.560,55.549,1897.476,632.379,1.342,0.838,3.161,1.974,2.568,2.920,16.258,0.385,0.239,0.409,0.271,0.964,0.638,0.578,7
265,329.144,49.775,703.061,693.485,0.977,0.791,2.300,1.863,2.081,2.778,20.647,0.387,0.306,0.398,0.370,0.936,0.871,0.639,7
266,350.521,61.432,930.960,710.669,0.601,0.984,1.416,2.317,1.867,2.891,21.589,0.295,0.380,0.196,0.393,0.463,0.925,0.517,7
267,317.575,42.925,1676.400,734.486,1.212,1.992,2.853,4.690,3.772,4.230,12.000,0.335,0.556,0.407,0.656,0.958,1.546,0.909,7
268,324.455,52.387,1299.947,769.667,0.756,0.924,1.781,2.177,1.979,2.691,19.701,0.307,0.360,0.270,0.378,0.637,0.890,0.547,7
269,325.058,26.588,283.532,780.151,1.294,1.038,3.047,2.445,2.746,3.705,17.583,0.856,0.687,0.927,0.743,2.183,1.751,1.399,7
270,319.951,83.171,1938.141,839.523,3.466,2.894,8.161,6.816,7.488,19.219,16.948,0.346,0.325,0.870,0.863,2.049,2.031,1.443,7
271,322.220,63.115,230.508,998.536,0.557,1.339,1.312,3.154,2.233,3.369,62.160,0.172,0.524,0.645,0.546,1.519,1.287,0.995,7
272,333.146,78.929,1760.901,1013.829,2.763,2.581,6.506,6.077,6.291,11.571,10.503,0.272,0.237,0.576,0.520,1.355,1.225,0.913,7
273,316.944,70.168,305.863,1152.282,0.944,0.726,2.222,1.711,1.966,2.681,21.071,0.278,0.216,0.283,0.235,0.667,0.553,0.433,7
274,335.912,70.425,1225.746,1172.985,0.550,1.142,1.296,2.690,1.993,2.809,29.063,0.263,0.367,0.267,0.378,0.628,0.890,0.545,7
275,329.320,45.166,416.507,1328.924,0.905,1.419,2.130,3.340,2.735,3.331,16.591,0.327,0.516,0.367,0.554,0.865,1.305,0.783,7
276,327.013,77.284,1023.036,1342.497,0.875,0.857,2.060,2.017,2.039,2.784,20.372,0.231,0.222,0.227,0.247,0.536,0.581,0.395,7
277,357.864,59.431,1137.102,1355.314,0.781,1.087,1.839,2.560,2.199,3.119,20.317,0.282,0.382,0.263,0.399,0.619,0.940,0.563,7
278,326.531,35.573,587.768,1371.238,0.934,1.279,2.200,3.012,2.606,3.678,19.189,0.505,0.690,0.539,0.738,1.269,1.739,1.076,7
279,324.991,49.975,544.625,1374.451,0.970,0.869,2.284,2.047,2.165,2.768,18.919,0.360,0.320,0.379,0.354,0.893,0.833,0.611,7
280,315.887,36.917,304.695,1456.060,0.758,1.209,1.784,2.847,2.316,3.132,20.348,0.407,0.650,0.456,0.681,1.075,1.604,0.965,7
281,310.070,73.071,1984.577,1475.670,2.474,2.293,5.825,5.401,5.613,11.020,10.733,0.288,0.264,0.565,0.536,1.330,1.263,0.917,7
282,302.974,46.983,1998.595,1662.085,1.639,1.027,3.859,2.418,3.139,3.695,14.611,0.510,0.319,0.564,0.355,1.328,0.837,0.785,7
283,325.665,51.654,1318.354,1685.134,0.994,1.218,2.341,2.867,2.604,3.180,16.439,0.316,0.387,0.341,0.415,0.802,0.976,0.632,7
284,323.484,54.047,475.262,1714.878,0.782,1.125,1.842,2.650,2.246,2.965,19.454,0.281,0.403,0.298,0.421,0.701,0.991,0.607,7
285,329.505,53.925,1825.802,1723.203,1.087,2.371,2.559,5.584,4.072,4.635,13.673,0.268,0.619,0.320,0.751,0.754,1.769,0.961,7
286,319.869,47.591,384.493,1856.414,1.560,0.711,3.673,1.674,2.674,2.999,18.598,0.543,0.237,0.576,0.337,1.355,0.794,0.785,7
287,323.825,62.361,610.878,1905.626,1.123,0.581,2.644,1.367,2.005,3.460,44.660,0.498,0.288,0.515,0.503,1.212,1.185,0.847,7
288,325.019,43.261,1890.770,1945.651,0.897,1.470,2.111,3.462,2.787,3.544,17.192,0.357,0.585,0.384,0.629,0.904,1.482,0.868,7
289,322.623,39.641,1307.533,1950.142,1.647,1.078,3.879,2.539,3.209,3.595,13.508,0.561,0.367,0.626,0.414,1.475,0.975,0.884,7
290,309.144,31.621,1913.338,1966.285,1.447,1.443,3.408,3.398,3.403,4.070,12.495,0.572,0.570,0.674,0.673,1.588,1.584,1.121,7
291,312.826,51.732,467.299,1992.368,0.867,1.560,2.042,3.675,2.859,3.438,16.484,0.274,0.494,0.303,0.532,0.713,1.253,0.721,7
292,320.981,105.381,344.311,2021.220,0.679,0.484,1.600,1.140,1.370,2.593,51.390,0.198,0.324,0.230,0.267,0.542,0.629,0.415,7
293,328.703,61.803,1014.841,2039.022,0.971,1.358,2.286,3.199,2.742,3.211,15.627,0.246,0.344,0.264,0.370,0.621,0.871,0.535,7
294,312.928,37.749,1874.859,85.231,1.310,0.975,3.085,2.296,2.690,3.307,16.459,0.571,0.425,0.613,0.457,1.444,1.077,0.901,7
295,315.366,44.311,1285.554,93.596,1.208,1.199,2.845,2.823,2.834,2.913,12.944,0.353,0.350,0.386,0.384,0.910,0.903,0.641,7
296,311.081,34.607,271.852,115.315,1.190,1.142,2.801,2.690,2.746,3.787,17.763,0.611,0.586,0.663,0.637,1.562,1.501,1.083,7
297,313.435,56.093,479.335,165.653,0.575,1.709,1.355,4.025,2.690,3.520,32.077,0.274,0.659,0.402,0.698,0.947,1.643,0.948,7
298,304.121,45.598,1914.015,195.985,1.239,0.967,2.918,2.276,2.597,3.153,16.377,0.447,0.349,0.478,0.368,1.126,0.867,0.710,7
299,316.913,55.096,547.460,240.504,0.574,1.284,1.351,3.024,2.187,3.418,52.593,0.227,0.587,0.664,0.611,1.563,1.440,1.062,7
300,437.358,42.067,1184.604,290.610,1.413,1.194,3.328,2.812,3.070,4.813,18.676,0.627,0.530,0.700,0.595,1.649,1.402,1.082,7
301,323.630,55.509,1216.719,299.271,0.796,1.159,1.875,2.730,2.303,3.039,19.345,0.275,0.400,0.296,0.420,0.697,0.989,0.605,7
302,324.411,57.445,1296.343,321.898,0.951,1.004,2.239,2.365,2.302,3.138,19.361,0.320,0.338,0.340,0.353,0.800,0.832,0.577,7
303,310.406,47.575,1862.975,337.463,1.094,2.037,2.575,4.796,3.686,4.038,12.786,0.290,0.548,0.341,0.633,0.803,1.490,0.847,7
304,302.179,53.907,2040.677,431.784,0.489,1.026,1.152,2.415,1.783,2.942,80.528,0.578,0.535,0.768,0.547,1.808,1.289,1.110,7
305,315.375,49.401,1762.556,505.306,1.244,0.746,2.929,1.756,2.342,2.635,17.060,0.417,0.250,0.437,0.283,1.029,0.667,0.613,7
306,323.821,67.408,1452.115,525.867,0.615,0.861,1.449,2.028,1.738,2.858,23.460,0.283,0.326,0.209,0.321,0.493,0.755,0.451,7
307,324.350,75.130,735.761,560.262,1.004,0.471,2.365,1.108,1.736,2.778,65.807,0.356,0.463,0.363,0.446,0.856,1.051,0.678,7
308,316.581,64.369,1676.980,638.279,1.214,0.835,2.860,1.966,2.413,2.935,17.416,0.327,0.225,0.345,0.241,0.812,0.567,0.495,7
309,316.232,68.221,1707.477,675.438,0.883,1.010,2.079,2.378,2.229,2.842,18.635,0.236,0.271,0.260,0.286,0.611,0.674,0.455,7
310,308.164,43.219,2031.651,689.766,1.141,0.862,2.687,2.030,2.359,2.946,17.768,0.470,0.356,0.495,0.372,1.166,0.876,0.729,7
311,319.752,43.495,1550.923,709.894,1.182,0.894,2.784,2.106,2.445,3.230,18.371,0.504,0.383,0.533,0.392,1.255,0.924,0.779,7
312,326.562,34.736,494.208,714.136,1.332,0.869,3.136,2.047,2.592,3.216,17.100,0.662,0.435,0.705,0.447,1.660,1.052,0.983,7
313,324.246,39.159,724.400,737.747,1.215,0.850,2.862,2.001,2.432,3.112,18.155,0.563,0.394,0.595,0.417,1.401,0.983,0.855,7
314,332.484,54.102,1325.958,753.753,0.902,0.955,2.123,2.249,2.186,3.093,20.318,0.344,0.362,0.346,0.378,0.815,0.891,0.604,7
315,329.059,59.135,636.328,786.530,1.017,0.942,2.396,2.219,2.308,3.081,19.044,0.325,0.301,0.343,0.323,0.808,0.761,0.555,7
316,320.229,58.662,690.682,797.566,0.912,1.141,2.147,2.687,2.417,2.821,16.405,0.254,0.318,0.272,0.336,0.641,0.792,0.509,7
317,324.599,57.597,1693.035,869.413,1.285,0.880,3.027,2.071,2.549,3.688,20.298,0.447,0.304,0.476,0.339,1.121,0.799,0.688,7
318,315.658,42.913,148.457,878.278,1.949,0.760,4.589,1.790,3.189,3.777,17.685,0.793,0.308,0.869,0.347,2.046,0.816,1.101,7
319,323.015,61.505,1917.783,894.939,1.052,1.844,2.478,4.343,3.411,3.184,11.187,0.191,0.335,0.219,0.376,0.515,0.886,0.512,7
320,325.478,55.439,1310.168,911.568,1.006,1.236,2.369,2.910,2.640,3.011,15.215,0.277,0.339,0.296,0.365,0.697,0.859,0.553,7
321,347.600,55.409,760.449,927.629,0.818,0.721,1.927,1.698,1.812,2.733,25.632,0.334,0.293,0.382,0.367,0.899,0.865,0.624,7
322,321.015,56.401,1430.317,936.706,0.749,1.220,1.763,2.874,2.319,3.238,21.242,0.272,0.444,0.311,0.466,0.733,1.097,0.660,7
323,321.205,45.494,1456.412,986.979,1.097,0.727,2.584,1.713,2.148,2.963,19.594,0.498,0.350,0.519,0.295,1.222,0.694,0.702,7
324,336.094,69.453,1300.141,1047.834,0.908,0.464,2.137,1.092,1.615,2.935,40.907,0.371,0.513,0.369,0.344,0.870,0.809,0.594,7
325,329.667,32.843,891.966,1132.220,1.234,1.281,2.906,3.016,2.961,3.769,15.437,0.580,0.602,0.645,0.669,1.518,1.574,1.094,7
326,328.081,47.001,543.236,1184.479,0.889,0.857,2.093,2.019,2.056,2.676,19.566,0.363,0.347,0.376,0.386,0.885,0.908,0.634,7
327,326.648,34.736,649.995,1186.642,1.497,1.363,3.526,3.209,3.367,3.927,12.455,0.536,0.488,0.626,0.572,1.475,1.346,0.998,7
328,323.923,58.352,1773.747,1238.314,0.887,0.688,2.088,1.620,1.854,2.848,25.309,0.358,0.282,0.369,0.333,0.869,0.785,0.585,7
329,363.879,57.195,1091.381,1272.251,1.968,1.705,4.635,4.015,4.325,5.982,10.657,0.359,0.310,0.491,0.437,1.156,1.029,0.774,7
330,320.489,47.863,291.830,1276.925,1.082,1.033,2.549,2.433,2.491,3.024,16.578,0.376,0.359,0.399,0.380,0.940,0.894,0.649,7
331,325.377,71.319,1493.902,1277.945,0.636,1.155,1.498,2.720,2.109,2.836,19.222,0.216,0.334,0.163,0.345,0.384,0.814,0.450,7
332,321.115,43.410,1529.625,1290.214,1.188,0.785,2.798,1.848,2.323,3.228,20.124,0.555,0.371,0.582,0.377,1.370,0.888,0.816,7
333,326.511,83.583,791.803,1315.388,0.693,1.081,1.632,2.546,2.089,2.869,20.504,0.184,0.269,0.173,0.280,0.407,0.658,0.387,7
334,324.854,61.937,204.668,1327.675,0.807,1.294,1.900,3.046,2.473,3.133,18.440,0.234,0.378,0.263,0.399,0.620,0.940,0.563,7
335,320.053,51.389,437.498,1361.032,0.890,1.244,2.096,2.928,2.512,3.331,18.623,0.316,0.445,0.353,0.473,0.831,1.113,0.695,7
336,345.222,68.396,626.645,1435.282,2.363,2.636,5.563,6.208,5.886,9.798,11.330,0.391,0.434,0.655,0.692,1.542,1.630,1.122,7
337,329.083,58.454,1339.320,1452.070,0.588,0.810,1.383,1.907,1.645,3.216,41.004,0.374,0.439,0.494,0.409,1.163,0.962,0.755,7
338,325.238,44.373,1266.869,1474.962,1.370,1.026,3.226,2.416,2.821,3.333,15.217,0.471,0.353,0.512,0.382,1.206,0.900,0.752,7
339,321.793,64.613,1373.919,1483.471,0.872,1.082,2.055,2.548,2.301,3.041,18.717,0.258,0.317,0.258,0.334,0.608,0.786,0.497,7
340,326.364,38.993,1015.750,1512.038,1.176,0.803,2.769,1.892,2.330,3.469,21.041,0.653,0.456,0.685,0.429,1.612,1.010,0.951,7
341,311.628,48.988,1972.465,1604.556,1.271,1.267,2.994,2.984,2.989,3.493,14.114,0.366,0.365,0.407,0.406,0.959,0.956,0.677,7
342,327.361,57.402,892.650,1623.831,0.903,0.750,2.127,1.765,1.946,2.931,22.361,0.357,0.306,0.376,0.288,0.887,0.679,0.558,7
343,323.925,39.579,885.975,1628.579,0.979,1.831,2.305,4.312,3.308,3.357,12.831,0.317,0.595,0.352,0.661,0.829,1.556,0.882,7
344,318.274,36.969,1236.177,1732.063,1.664,1.208,3.918,2.844,3.381,3.580,11.700,0.526,0.382,0.604,0.446,1.422,1.051,0.884,7
345,326.286,76.047,904.930,1758.091,0.710,0.689,1.671,1.624,1.647,2.902,24.122,0.272,0.269,0.223,0.217,0.525,0.511,0.366,7
346,331.878,38.198,937.453,1765.931,0.701,1.866,1.650,4.394,3.022,3.567,20.438,0.302,0.859,0.473,0.924,1.113,2.175,1.222,7
347,333.382,53.002,307.823,1771.552,1.601,1.492,3.771,3.513,3.642,5.055,14.229,0.429,0.397,0.514,0.477,1.210,1.124,0.826,7
348,319.576,64.711,1526.792,1794.123,0.840,0.617,1.978,1.454,1.716,2.848,23.966,0.334,0.297,0.335,0.223,0.789,0.525,0.474,7
349,311.723,60.173,1938.482,1815.503,1.024,0.818,2.412,1.927,2.169,3.146,21.916,0.359,0.282,0.378,0.330,0.889,0.777,0.590,7
350,316.307,50.133,203.850,1818.160,1.488,0.988,3.505,2.326,2.915,2.941,13.139,0.390,0.259,0.425,0.282,1.000,0.663,0.600,7
351,327.550,64.296,816.516,1846.119,0.596,0.991,1.405,2.334,1.869,2.749,41.404,0.181,0.360,0.475,0.368,1.117,0.867,0.707,7
352,308.776,95.156,93.414,1850.003,1.021,0.634,2.405,1.492,1.948,2.589,18.612,0.218,0.161,0.226,0.113,0.532,0.266,0.297,7
353,327.145,43.172,1296.476,1853.304,0.631,0.531,1.487,1.251,1.369,2.589,62.809,0.399,0.613,0.805,0.755,1.896,1.777,1.299,7
354,322.298,54.174,1419.218,1863.218,1.039,0.777,2.447,1.829,2.138,3.327,22.883,0.442,0.335,0.459,0.338,1.082,0.796,0.672,7
355,317.022,59.284,1897.345,1879.587,2.178,1.978,5.128,4.659,4.893,7.990,10.270,0.355,0.317,0.565,0.520,1.330,1.224,0.904,7
356,314.635,46.430,314.003,1886.149,1.156,0.977,2.722,2.300,2.511,2.946,16.031,0.400,0.338,0.426,0.357,1.002,0.842,0.654,7
357,322.515,51.619,1089.044,1886.570,1.029,1.033,2.422,2.433,2.428,3.731,21.276,0.424,0.426,0.447,0.453,1.053,1.068,0.750,7
358,322.369,51.650,748.728,1908.497,1.062,0.958,2.502,2.255,2.378,3.345,19.778,0.405,0.364,0.428,0.392,1.007,0.922,0.683,7
359,397.688,75.617,1269.840,1960.148,0.495,0.911,1.165,2.146,1.656,3.982,43.517,0.507,0.452,0.349,0.452,0.821,1.064,0.672,7
