 ,baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
3623,379.012,83.348,2045.390,1302.064,0.530,0.519,1.248,1.221,1.235,3.628,91.542,0.316,0.392,0.657,0.225,1.548,0.530,0.818,4
3624,377.904,42.825,1503.635,1304.568,1.166,0.875,2.745,2.061,2.403,3.480,20.719,0.556,0.414,0.587,0.461,1.382,1.085,0.879,4
3625,382.915,59.991,1234.331,1310.122,1.363,0.559,3.209,1.317,2.263,3.255,21.486,0.514,0.305,0.531,0.212,1.252,0.500,0.674,4
3626,378.045,42.491,917.744,1320.280,1.493,1.166,3.515,2.745,3.130,4.566,17.161,0.603,0.471,0.676,0.532,1.593,1.254,1.014,4
3627,384.235,48.933,924.069,1326.840,0.687,1.103,1.617,2.598,2.107,3.249,21.914,0.360,0.526,0.288,0.545,0.678,1.284,0.726,4
3628,383.302,45.582,1473.562,1346.090,0.867,0.764,2.041,1.798,1.919,3.343,25.816,0.496,0.456,0.541,0.410,1.275,0.965,0.800,4
3629,387.539,98.951,1793.280,1351.210,0.621,0.602,1.461,1.418,1.439,3.021,38.141,0.236,0.250,0.261,0.222,0.615,0.523,0.404,4
3630,379.109,56.857,1224.893,1353.810,1.526,0.692,3.594,1.629,2.612,3.138,17.764,0.486,0.236,0.512,0.223,1.205,0.525,0.657,4
3631,382.406,69.469,1012.466,1357.132,0.807,0.844,1.900,1.987,1.944,3.128,24.786,0.275,0.296,0.321,0.291,0.757,0.685,0.510,4
3632,380.092,100.645,1486.511,1372.339,0.535,0.640,1.260,1.508,1.384,3.291,127.506,0.163,0.264,0.728,0.350,1.713,0.824,0.951,4
3633,369.261,91.611,410.724,1375.031,0.657,0.563,1.547,1.327,1.437,2.368,24.343,0.194,0.220,0.209,0.133,0.493,0.313,0.292,4
3634,389.111,40.447,1178.118,1376.499,0.966,1.401,2.275,3.299,2.787,4.228,20.002,0.480,0.695,0.514,0.751,1.211,1.768,1.071,4
3635,385.765,49.679,1562.628,1376.396,0.787,1.523,1.852,3.587,2.720,3.954,21.451,0.323,0.635,0.386,0.677,0.908,1.593,0.917,4
3636,377.587,45.384,1214.867,1383.354,1.102,1.407,2.596,3.314,2.955,3.850,16.201,0.393,0.502,0.435,0.552,1.024,1.301,0.828,4
3637,361.490,77.950,21.864,1392.915,0.689,0.745,1.623,1.753,1.688,3.247,27.150,0.285,0.297,0.241,0.258,0.567,0.607,0.415,4
3638,377.252,63.909,914.649,1400.500,0.705,1.037,1.661,2.442,2.051,3.302,26.438,0.265,0.394,0.333,0.411,0.785,0.967,0.623,4
3639,385.852,52.592,1243.914,1412.220,1.164,0.593,2.741,1.396,2.069,3.585,28.834,0.602,0.389,0.621,0.361,1.464,0.849,0.846,4
3640,385.907,52.773,1676.880,1411.704,0.843,0.914,1.985,2.153,2.069,3.033,21.405,0.350,0.375,0.344,0.393,0.809,0.925,0.615,4
3641,365.907,42.821,80.685,1445.999,1.053,0.975,2.481,2.296,2.388,3.466,20.224,0.499,0.463,0.528,0.482,1.244,1.136,0.842,4
3642,386.091,55.199,1372.130,1446.377,1.105,0.712,2.603,1.676,2.140,3.249,24.973,0.456,0.286,0.474,0.374,1.116,0.881,0.711,4
3643,380.404,58.171,1041.703,1453.463,0.780,0.867,1.838,2.042,1.940,3.298,26.396,0.342,0.377,0.370,0.414,0.871,0.974,0.653,4
3644,379.090,45.577,1891.632,1469.571,2.513,1.468,5.917,3.456,4.686,6.620,12.191,0.680,0.373,0.913,0.530,2.151,1.248,1.243,4
3645,378.348,49.147,1730.230,1472.296,0.667,1.269,1.570,2.989,2.279,3.203,21.684,0.315,0.553,0.313,0.577,0.738,1.358,0.773,4
3646,379.564,45.304,743.273,1473.701,0.809,1.586,1.904,3.734,2.819,3.403,17.206,0.305,0.598,0.334,0.641,0.786,1.510,0.851,4
3647,367.644,51.594,210.370,1483.919,0.793,0.452,1.868,1.064,1.466,2.878,30.230,0.440,0.700,0.491,0.362,1.157,0.852,0.718,4
3648,376.612,43.873,736.360,1498.953,0.804,1.306,1.894,3.076,2.485,3.893,22.919,0.405,0.665,0.466,0.703,1.097,1.656,0.993,4
3649,387.477,35.427,1308.930,1505.039,0.641,1.117,1.510,2.630,2.070,3.070,20.982,0.480,0.716,0.354,0.739,0.834,1.740,0.965,4
3650,387.892,71.591,1204.165,1505.247,1.025,0.474,2.414,1.117,1.766,3.087,61.655,0.412,0.503,0.420,0.457,0.990,1.077,0.731,4
3651,374.755,39.326,470.065,1507.022,1.081,1.126,2.546,2.652,2.599,3.498,17.957,0.494,0.515,0.529,0.552,1.246,1.299,0.900,4
3652,365.679,67.779,363.598,1509.305,1.105,0.758,2.601,1.786,2.193,3.194,22.069,0.351,0.241,0.366,0.268,0.862,0.631,0.534,4
3653,379.797,52.157,930.745,1516.507,1.006,1.063,2.369,2.503,2.436,3.601,20.460,0.394,0.416,0.418,0.443,0.985,1.043,0.717,4
3654,375.279,43.137,1070.976,1517.027,1.022,1.247,2.407,2.936,2.672,3.606,17.836,0.424,0.516,0.454,0.556,1.069,1.310,0.845,4
3655,379.754,49.537,1777.678,1552.212,0.905,2.207,2.130,5.197,3.663,3.891,14.552,0.259,0.657,0.298,0.761,0.701,1.793,0.963,4
3656,356.218,63.720,36.191,1553.981,0.904,0.750,2.129,1.765,1.947,2.878,21.239,0.317,0.275,0.323,0.237,0.761,0.559,0.472,4
3657,386.486,70.633,1043.335,1555.142,0.638,1.131,1.502,2.664,2.083,3.353,29.616,0.236,0.399,0.317,0.414,0.746,0.974,0.614,4
3658,372.211,50.262,575.313,1566.099,0.964,1.572,2.271,3.701,2.986,3.647,16.043,0.306,0.501,0.338,0.547,0.797,1.288,0.757,4
3659,382.525,48.759,1380.121,1592.331,1.709,0.918,4.024,2.161,3.093,3.957,17.355,0.608,0.322,0.674,0.359,1.586,0.846,0.899,4
3660,394.440,61.400,1767.649,1594.777,0.714,1.087,1.681,2.560,2.120,3.539,26.995,0.288,0.443,0.358,0.461,0.843,1.085,0.687,4
3661,372.558,75.212,333.521,1599.321,0.547,0.614,1.288,1.446,1.367,2.958,101.175,0.211,0.327,0.802,0.421,1.889,0.992,1.067,4
3662,378.292,35.649,1384.529,1607.801,0.944,1.405,2.222,3.308,2.765,3.926,19.099,0.501,0.748,0.554,0.805,1.305,1.896,1.151,4
3663,369.789,43.811,392.899,1610.673,0.964,1.503,2.269,3.539,2.904,3.509,15.716,0.347,0.541,0.375,0.588,0.882,1.384,0.821,4
3664,360.527,53.839,121.781,1613.041,0.869,0.937,2.046,2.206,2.126,3.083,21.065,0.344,0.371,0.354,0.377,0.834,0.889,0.609,4
3665,377.172,43.970,536.519,1627.659,0.947,1.184,2.230,2.788,2.509,3.422,18.836,0.402,0.504,0.438,0.537,1.031,1.264,0.815,4
3666,381.556,65.273,1010.840,1635.900,0.645,1.212,1.520,2.853,2.187,3.263,22.076,0.259,0.425,0.219,0.441,0.515,1.039,0.580,4
3667,368.343,45.031,473.692,1640.076,1.332,1.103,3.136,2.596,2.866,3.791,16.650,0.493,0.408,0.540,0.447,1.271,1.053,0.825,4
3668,368.983,67.870,309.231,1648.897,1.087,0.640,2.559,1.508,2.033,2.669,18.803,0.322,0.221,0.333,0.169,0.783,0.397,0.439,4
3669,399.082,60.543,1322.124,1667.306,0.787,1.685,1.853,3.967,2.910,3.611,17.380,0.236,0.495,0.231,0.530,0.544,1.248,0.681,4
3670,379.541,124.353,927.517,1690.176,0.495,0.525,1.167,1.235,1.201,2.856,216.546,0.126,0.292,0.833,0.217,1.962,0.511,1.014,4
3671,387.409,46.892,1346.045,1699.166,0.713,1.058,1.679,2.491,2.085,3.117,21.259,0.367,0.508,0.303,0.526,0.713,1.239,0.715,4
3672,380.952,56.101,1917.134,1704.370,0.949,0.950,2.236,2.238,2.237,3.135,20.121,0.341,0.340,0.352,0.361,0.830,0.851,0.594,4
3673,361.418,56.030,114.388,1709.153,0.888,1.060,2.091,2.496,2.294,3.658,22.960,0.359,0.430,0.391,0.451,0.920,1.062,0.703,4
3674,376.164,53.320,512.088,1716.151,0.855,0.851,2.013,2.004,2.009,3.005,21.748,0.361,0.359,0.354,0.357,0.833,0.840,0.592,4
3675,372.142,68.989,628.542,1717.651,0.737,0.502,1.736,1.182,1.459,3.014,99.988,0.355,0.484,0.466,0.758,1.097,1.786,1.048,4
3676,362.720,43.642,445.746,1733.800,1.265,0.846,2.980,1.992,2.486,3.118,17.623,0.514,0.345,0.544,0.358,1.281,0.842,0.767,4
3677,357.929,38.276,233.904,1741.401,1.580,1.167,3.721,2.748,3.235,4.255,15.952,0.658,0.484,0.739,0.542,1.740,1.277,1.079,4
3678,375.659,50.366,1000.253,1742.406,1.684,0.737,3.965,1.735,2.850,3.724,20.766,0.641,0.271,0.688,0.362,1.621,0.853,0.916,4
3679,382.603,50.314,1493.702,1770.296,1.980,1.816,4.664,4.277,4.470,6.976,10.996,0.423,0.383,0.615,0.568,1.448,1.337,0.985,4
3680,384.779,60.017,1492.200,1782.402,0.757,1.414,1.782,3.331,2.556,3.571,20.139,0.263,0.480,0.263,0.507,0.620,1.195,0.673,4
3681,388.901,71.035,1140.304,1785.984,0.775,0.612,1.825,1.441,1.633,2.982,26.039,0.305,0.300,0.329,0.200,0.775,0.471,0.453,4
3682,362.943,42.169,287.657,1801.941,1.276,0.951,3.005,2.240,2.622,3.240,16.653,0.506,0.378,0.542,0.398,1.277,0.938,0.792,4
3683,366.368,75.351,118.626,1809.859,0.613,0.532,1.443,1.252,1.348,3.284,52.054,0.318,0.439,0.506,0.298,1.191,0.703,0.691,4
3684,378.633,50.782,2003.545,1810.485,1.684,1.422,3.965,3.349,3.657,4.386,11.698,0.387,0.326,0.468,0.402,1.102,0.946,0.726,4
3685,384.468,40.923,1340.637,1812.841,1.251,1.064,2.946,2.506,2.726,3.448,16.475,0.504,0.429,0.545,0.464,1.284,1.092,0.843,4
3686,388.403,72.246,1403.216,1814.397,0.890,0.772,2.096,1.819,1.957,2.744,22.028,0.259,0.220,0.266,0.263,0.626,0.619,0.440,4
3687,377.738,34.274,1431.456,1824.552,1.112,1.033,2.617,2.432,2.525,3.682,19.844,0.642,0.596,0.686,0.640,1.615,1.507,1.104,4
3688,370.917,52.841,1626.204,1824.435,1.098,1.256,2.586,2.957,2.772,3.856,17.884,0.372,0.425,0.405,0.462,0.953,1.088,0.723,4
3689,384.823,46.333,725.898,1833.791,1.341,1.083,3.157,2.550,2.853,3.734,16.564,0.479,0.387,0.524,0.424,1.235,0.999,0.794,4
3690,356.048,44.646,107.303,1850.610,0.931,1.580,2.193,3.720,2.957,4.019,18.008,0.374,0.635,0.413,0.691,0.972,1.626,0.947,4
3691,372.878,83.232,2026.400,1857.750,0.700,0.549,1.647,1.293,1.470,2.862,42.777,0.250,0.305,0.340,0.301,0.802,0.709,0.535,4
3692,376.504,91.231,1616.510,1862.026,0.754,0.940,1.776,2.213,1.994,3.225,26.070,0.192,0.250,0.250,0.253,0.588,0.596,0.419,4
3693,356.914,38.073,163.881,1869.894,0.862,1.300,2.029,3.061,2.545,3.192,17.365,0.401,0.600,0.407,0.637,0.959,1.501,0.890,4
3694,379.761,80.334,1428.265,1870.340,1.119,0.603,2.635,1.420,2.028,2.917,30.105,0.316,0.190,0.327,0.272,0.770,0.640,0.501,4
3695,375.491,34.402,646.532,1876.643,0.875,1.136,2.061,2.675,2.368,3.303,20.041,0.498,0.651,0.555,0.687,1.308,1.618,1.040,4
3696,364.884,70.617,416.756,1895.322,0.807,0.861,1.901,2.028,1.964,2.835,21.796,0.248,0.263,0.256,0.279,0.602,0.658,0.446,4
3697,378.516,53.363,1201.174,1896.274,0.824,1.243,1.940,2.926,2.433,3.306,19.221,0.303,0.453,0.306,0.478,0.721,1.125,0.668,4
3698,386.516,64.001,1909.370,1909.603,0.655,1.910,1.542,4.499,3.020,3.329,20.749,0.175,0.517,0.264,0.561,0.621,1.321,0.730,4
3699,365.989,54.982,539.116,1911.400,1.423,0.762,3.352,1.794,2.573,3.255,19.288,0.472,0.246,0.500,0.309,1.176,0.728,0.692,4
3700,362.944,40.042,404.313,1915.371,1.315,1.309,3.096,3.083,3.090,4.466,16.865,0.554,0.551,0.624,0.622,1.470,1.464,1.037,4
3701,390.930,57.084,835.619,1915.110,0.889,1.219,2.093,2.871,2.482,3.749,21.243,0.326,0.449,0.359,0.477,0.844,1.123,0.702,4
3702,380.685,58.986,1320.996,1921.735,0.696,0.889,1.638,2.093,1.866,2.785,21.329,0.293,0.343,0.231,0.354,0.543,0.834,0.498,4
3703,381.472,52.166,2035.633,1923.312,1.024,1.817,2.412,4.279,3.346,3.714,13.772,0.268,0.479,0.305,0.539,0.719,1.268,0.729,4
3704,376.373,26.572,1594.672,1943.003,1.504,1.240,3.541,2.920,3.231,4.016,14.043,0.795,0.655,0.905,0.753,2.131,1.773,1.386,4
3705,371.070,63.629,1842.521,1948.875,0.801,1.526,1.886,3.593,2.740,3.462,18.508,0.218,0.425,0.269,0.454,0.634,1.069,0.621,4
3706,377.496,42.427,901.388,1971.674,0.892,0.777,2.101,1.830,1.966,3.004,23.710,0.479,0.416,0.512,0.464,1.207,1.094,0.814,4
3707,369.867,80.154,1721.379,1988.475,0.581,1.082,1.367,2.548,1.957,2.915,39.023,0.191,0.322,0.342,0.333,0.805,0.785,0.562,4
3708,377.922,47.686,991.446,1992.171,1.970,0.494,4.639,1.164,2.901,3.009,21.761,0.740,0.388,0.794,0.284,1.869,0.668,0.992,4
3709,381.885,43.061,1481.024,2004.534,0.764,0.974,1.798,2.294,2.046,3.058,21.529,0.411,0.505,0.364,0.530,0.857,1.249,0.757,4
3710,370.834,55.027,347.867,2006.549,1.203,0.995,2.832,2.342,2.587,3.345,17.462,0.381,0.314,0.407,0.340,0.959,0.801,0.625,4
3711,375.960,60.966,1573.297,2009.924,0.842,0.900,1.982,2.119,2.051,3.159,22.767,0.314,0.338,0.334,0.339,0.786,0.799,0.561,4
3712,376.954,58.396,1258.192,2015.165,0.655,1.294,1.542,3.047,2.294,3.800,24.986,0.318,0.562,0.289,0.586,0.682,1.379,0.769,4
3713,341.114,47.535,8.178,2025.883,0.766,1.525,1.803,3.590,2.697,3.359,17.723,0.297,0.578,0.295,0.614,0.694,1.446,0.802,4
3714,339.685,60.744,123.764,2030.273,1.712,0.947,4.031,2.230,3.130,3.152,13.017,0.366,0.202,0.401,0.225,0.945,0.530,0.542,4
3715,365.384,80.639,1056.218,2036.017,0.595,1.071,1.402,2.523,1.962,3.017,25.302,0.224,0.320,0.206,0.328,0.484,0.773,0.456,4
3716,354.345,34.952,537.001,2043.950,1.223,1.798,2.880,4.235,3.558,4.892,13.522,0.467,0.695,0.573,0.826,1.349,1.944,1.183,4
3717,367.416,52.266,801.941,2043.814,1.622,0.881,3.820,2.076,2.948,4.219,17.757,0.554,0.300,0.612,0.325,1.440,0.765,0.815,4
3718,428.741,498.046,1645.650,1690.995,2.665,2.556,6.276,6.018,6.147,23.471,20.266,0.065,0.059,0.163,0.153,0.384,0.359,0.263,5
3719,363.874,462.793,495.503,681.208,2.575,2.678,6.064,6.306,6.185,21.017,18.498,0.063,0.069,0.153,0.162,0.359,0.382,0.262,5
3720,411.723,317.504,1164.706,815.184,2.279,2.484,5.368,5.849,5.608,15.852,14.467,0.075,0.082,0.168,0.177,0.395,0.417,0.287,5
3721,451.149,266.046,958.848,764.722,2.097,2.120,4.939,4.991,4.965,13.117,15.640,0.111,0.115,0.189,0.195,0.444,0.459,0.319,5
3722,368.572,207.684,1681.359,1715.003,1.789,2.027,4.213,4.774,4.494,7.727,11.538,0.096,0.109,0.147,0.161,0.347,0.379,0.257,5
3723,334.283,258.570,1442.779,1594.316,2.259,2.420,5.318,5.698,5.508,11.692,11.287,0.076,0.085,0.157,0.169,0.369,0.399,0.272,5
3724,373.843,307.925,517.439,660.156,2.854,2.602,6.721,6.128,6.424,21.144,17.961,0.082,0.071,0.231,0.213,0.544,0.502,0.370,5
3725,368.878,184.167,1611.465,1139.038,1.782,2.046,4.197,4.817,4.507,6.898,10.499,0.098,0.113,0.149,0.164,0.351,0.387,0.261,5
3726,372.839,200.765,1612.170,1589.715,1.686,2.185,3.971,5.145,4.558,7.021,10.657,0.086,0.113,0.133,0.162,0.314,0.382,0.247,5
3727,350.976,180.434,1123.657,2041.317,1.688,1.831,3.974,4.313,4.143,5.949,11.472,0.106,0.115,0.144,0.154,0.339,0.363,0.248,5
3728,359.996,263.264,486.553,1175.029,2.704,3.191,6.366,7.515,6.941,22.160,19.035,0.086,0.120,0.260,0.318,0.611,0.749,0.484,5
3729,341.267,193.112,1824.704,76.333,2.089,2.414,4.918,5.684,5.301,9.934,10.753,0.099,0.116,0.186,0.203,0.437,0.479,0.324,5
3730,394.738,212.775,557.755,1085.155,2.312,2.659,5.444,6.263,5.853,17.192,15.118,0.105,0.124,0.260,0.285,0.613,0.672,0.455,5
3731,413.359,244.669,966.550,761.417,3.275,2.853,7.712,6.717,7.214,31.461,27.819,0.214,0.209,0.491,0.504,1.156,1.187,0.828,5
3732,346.132,156.943,1812.316,0.785,1.718,1.875,4.045,4.416,4.231,7.207,10.873,0.118,0.254,0.172,0.295,0.405,0.694,0.402,5
3733,411.883,256.233,466.242,1138.688,2.682,4.066,6.315,9.574,7.945,24.420,21.294,0.094,0.244,0.288,0.493,0.678,1.161,0.672,5
3734,367.213,156.579,1180.008,1675.531,2.054,1.979,4.836,4.660,4.748,8.110,11.747,0.149,0.141,0.227,0.213,0.534,0.501,0.366,5
3735,369.086,137.316,1590.338,2008.871,1.669,1.920,3.930,4.522,4.226,7.082,12.608,0.150,0.174,0.214,0.238,0.504,0.561,0.377,5
3736,378.381,138.842,880.043,1809.898,1.676,1.951,3.947,4.594,4.271,7.244,12.393,0.146,0.171,0.213,0.239,0.502,0.562,0.377,5
3737,380.616,216.376,1196.884,770.898,2.754,3.079,6.484,7.250,6.867,27.410,23.444,0.122,0.156,0.387,0.451,0.912,1.062,0.700,5
3738,360.822,152.455,1928.038,1667.303,2.156,2.035,5.077,4.792,4.934,9.226,10.537,0.134,0.126,0.233,0.225,0.548,0.529,0.381,5
3739,359.582,196.180,1472.790,1716.805,2.623,3.348,6.178,7.885,7.031,23.692,20.282,0.115,0.191,0.359,0.487,0.845,1.148,0.713,5
3740,358.787,137.445,1777.526,1311.018,1.852,2.221,4.361,5.230,4.796,8.559,11.170,0.140,0.170,0.233,0.264,0.548,0.622,0.414,5
3741,364.106,128.114,1559.349,1487.650,1.528,1.736,3.598,4.089,3.843,5.255,12.406,0.147,0.168,0.188,0.210,0.442,0.494,0.331,5
3742,359.783,147.665,1871.496,1454.500,2.208,2.030,5.200,4.781,4.990,9.561,11.304,0.154,0.140,0.259,0.243,0.610,0.572,0.418,5
3743,433.014,109.178,975.748,751.921,1.903,2.136,4.482,5.030,4.756,10.196,14.145,0.231,0.269,0.364,0.414,0.857,0.975,0.649,5
3744,355.578,136.927,1908.832,818.875,2.054,2.441,4.836,5.748,5.292,13.132,14.072,0.179,0.227,0.336,0.402,0.790,0.946,0.616,5
3745,347.195,236.438,515.045,1107.596,3.314,3.183,7.803,7.495,7.649,31.609,27.836,0.098,0.097,0.417,0.416,0.981,0.979,0.693,5
3746,371.709,120.883,1005.580,1748.398,2.127,1.646,5.008,3.876,4.442,7.410,12.514,0.217,0.165,0.301,0.241,0.708,0.568,0.454,5
3747,365.985,142.334,946.449,1865.261,2.190,1.973,5.157,4.646,4.901,8.147,10.616,0.153,0.137,0.241,0.223,0.567,0.525,0.386,5
3748,378.149,176.061,559.049,742.984,2.631,3.100,6.196,7.300,6.748,19.571,17.233,0.142,0.163,0.378,0.399,0.890,0.939,0.647,5
3749,370.661,120.179,1246.514,1362.096,1.862,1.582,4.384,3.725,4.054,6.005,12.208,0.188,0.159,0.246,0.215,0.579,0.506,0.385,5
3750,362.019,100.394,1498.855,1650.552,1.715,1.844,4.038,4.341,4.189,6.309,12.361,0.208,0.223,0.280,0.297,0.659,0.700,0.481,5
3751,365.246,159.345,637.898,1594.013,3.166,3.118,7.455,7.343,7.399,17.256,14.997,0.210,0.143,0.482,0.367,1.135,0.864,0.713,5
3752,364.971,126.379,422.864,1133.396,2.700,3.090,6.359,7.277,6.818,22.028,19.101,0.199,0.229,0.572,0.608,1.346,1.432,0.983,5
3753,369.162,99.285,1903.421,918.711,1.870,1.952,4.404,4.596,4.500,7.637,11.591,0.211,0.220,0.317,0.326,0.747,0.767,0.535,5
3754,368.445,94.915,1899.236,1242.689,1.818,2.096,4.280,4.936,4.608,8.402,11.774,0.214,0.250,0.342,0.379,0.805,0.892,0.601,5
3755,361.284,138.574,1806.759,1743.050,2.020,2.187,4.757,5.149,4.953,9.179,10.371,0.135,0.147,0.243,0.255,0.573,0.601,0.415,5
3756,387.186,91.025,1146.145,408.294,1.569,1.360,3.695,3.203,3.449,4.310,12.939,0.223,0.193,0.263,0.230,0.619,0.542,0.412,5
3757,400.282,128.401,1231.492,814.641,2.773,2.292,6.530,5.398,5.964,15.777,14.047,0.207,0.161,0.457,0.394,1.077,0.927,0.710,5
3758,331.701,166.770,1520.974,1575.112,2.897,2.693,6.823,6.342,6.582,17.110,14.689,0.141,0.117,0.371,0.324,0.874,0.764,0.581,5
3759,413.335,108.409,677.003,1609.608,1.658,1.769,3.904,4.167,4.035,6.773,13.500,0.204,0.219,0.277,0.291,0.651,0.686,0.473,5
3760,399.269,115.479,1471.202,1799.010,2.811,2.406,6.618,5.666,6.142,10.579,11.355,0.376,0.215,0.561,0.366,1.320,0.862,0.788,5
3761,361.895,128.819,1457.391,1330.519,2.064,2.476,4.861,5.831,5.346,10.260,10.610,0.140,0.175,0.275,0.317,0.648,0.747,0.495,5
3762,412.766,113.427,1329.586,140.572,1.352,1.021,3.185,2.404,2.794,3.934,18.293,0.218,0.164,0.236,0.180,0.556,0.424,0.350,5
3763,366.808,80.450,1843.932,1732.657,1.536,1.858,3.617,4.376,3.996,5.984,12.613,0.238,0.290,0.319,0.374,0.752,0.880,0.579,5
3764,397.538,154.479,463.820,1132.158,3.965,3.042,9.338,7.164,8.251,16.554,14.633,0.384,0.261,0.629,0.507,1.481,1.195,0.951,5
3765,443.023,191.980,968.834,759.764,3.687,2.666,8.683,6.277,7.480,15.141,16.163,0.344,0.344,0.543,0.488,1.278,1.149,0.859,5
3766,421.414,107.693,1216.195,780.617,1.919,1.915,4.518,4.509,4.514,9.034,13.138,0.225,0.225,0.344,0.344,0.810,0.810,0.573,5
3767,374.811,104.756,1618.873,1693.176,2.232,2.610,5.255,6.146,5.700,11.594,12.125,0.215,0.246,0.415,0.439,0.976,1.034,0.711,5
3768,370.647,92.687,1767.117,1136.131,1.796,1.535,4.228,3.614,3.921,5.200,11.897,0.229,0.195,0.288,0.250,0.678,0.589,0.449,5
3769,366.064,99.448,1489.812,1671.366,1.887,2.071,4.443,4.877,4.660,6.344,10.676,0.194,0.234,0.271,0.336,0.638,0.792,0.508,5
3770,350.384,108.664,1541.903,2044.927,2.138,2.318,5.035,5.458,5.247,11.632,12.051,0.189,0.247,0.367,0.418,0.865,0.985,0.655,5
3771,393.079,155.384,537.015,753.887,3.722,2.805,8.765,6.604,7.685,26.000,22.366,0.395,0.161,0.837,0.501,1.971,1.179,1.148,5
3772,355.460,141.973,821.787,1578.949,2.699,2.896,6.355,6.820,6.587,16.476,14.194,0.138,0.168,0.370,0.428,0.872,1.008,0.666,5
3773,370.060,165.833,495.305,1129.143,3.071,3.233,7.233,7.614,7.423,25.106,21.739,0.161,0.191,0.496,0.552,1.168,1.300,0.874,5
3774,368.094,96.197,1705.414,1291.526,1.686,1.854,3.970,4.367,4.168,5.007,10.930,0.187,0.215,0.240,0.282,0.566,0.664,0.436,5
3775,357.325,80.619,1334.476,1407.739,2.246,2.726,5.289,6.418,5.854,12.304,11.965,0.256,0.364,0.518,0.678,1.219,1.597,1.005,5
3776,360.571,153.487,666.620,1614.243,2.809,3.012,6.615,7.094,6.854,22.087,18.926,0.144,0.167,0.451,0.493,1.062,1.162,0.787,5
3777,350.409,100.011,1356.871,1735.439,2.457,2.246,5.785,5.288,5.537,12.053,11.516,0.218,0.199,0.437,0.419,1.030,0.987,0.713,5
3778,348.545,102.174,1514.126,1979.122,1.921,2.411,4.523,5.677,5.100,8.725,10.289,0.172,0.231,0.304,0.380,0.716,0.895,0.573,5
3779,398.756,105.655,480.513,724.253,2.011,2.308,4.735,5.435,5.085,10.111,11.367,0.190,0.221,0.347,0.379,0.816,0.893,0.605,5
3780,338.832,92.294,1856.566,1007.509,3.236,2.817,7.619,6.634,7.127,25.026,21.601,0.280,0.231,0.913,0.825,2.149,1.943,1.449,5
3781,366.932,87.740,1437.522,1081.289,2.257,1.535,5.315,3.614,4.465,5.963,11.082,0.283,0.187,0.375,0.262,0.884,0.617,0.539,5
3782,336.128,142.598,417.265,1102.893,3.533,3.289,8.321,7.745,8.033,37.854,33.404,0.277,0.202,0.968,0.812,2.280,1.911,1.487,5
3783,362.574,78.025,1301.276,1491.496,2.221,2.201,5.231,5.183,5.207,9.018,11.122,0.304,0.283,0.503,0.459,1.185,1.080,0.802,5
3784,386.369,65.081,1667.014,1683.428,1.506,2.525,3.547,5.946,4.747,6.953,12.976,0.284,0.504,0.394,0.675,0.928,1.591,0.921,5
3785,369.906,93.753,1794.389,768.705,1.792,2.136,4.221,5.031,4.626,8.173,12.124,0.221,0.269,0.340,0.397,0.800,0.936,0.616,5
3786,375.776,81.675,1285.261,965.151,1.999,1.683,4.707,3.962,4.335,6.297,10.982,0.266,0.220,0.368,0.316,0.867,0.744,0.571,5
3787,351.590,82.321,1812.481,1140.636,2.687,2.387,6.329,5.622,5.975,11.052,10.850,0.331,0.247,0.611,0.479,1.440,1.128,0.914,5
3788,348.311,116.082,1119.535,1344.885,2.845,2.712,6.701,6.387,6.544,16.286,14.345,0.209,0.211,0.492,0.511,1.159,1.202,0.835,5
3789,377.178,71.637,797.740,1578.937,0.986,0.844,2.322,1.987,2.155,3.623,24.175,0.339,0.293,0.353,0.286,0.832,0.672,0.535,5
3790,349.036,94.320,996.690,2040.996,2.744,2.141,6.461,5.043,5.752,12.433,11.527,0.263,0.187,0.527,0.424,1.241,0.999,0.797,5
3791,411.482,71.305,1225.240,818.158,2.777,2.164,6.540,5.095,5.818,16.482,14.869,0.412,0.302,0.875,0.733,2.060,1.726,1.344,5
3792,369.153,80.681,1501.521,1456.754,1.895,2.381,4.462,5.606,5.034,8.755,10.897,0.231,0.305,0.395,0.486,0.929,1.145,0.737,5
3793,395.299,94.159,716.721,1617.760,1.837,3.091,4.326,7.279,5.803,8.727,10.310,0.167,0.330,0.303,0.531,0.714,1.249,0.720,5
3794,340.865,98.543,1982.735,2025.107,1.868,2.236,4.400,5.265,4.832,7.239,9.013,0.157,0.191,0.270,0.305,0.636,0.719,0.480,5
3795,350.399,104.365,2031.451,554.963,2.098,2.266,4.939,5.335,5.137,10.135,10.990,0.192,0.207,0.356,0.369,0.837,0.869,0.603,5
3796,355.101,82.884,1965.728,731.221,1.469,2.031,3.459,4.783,4.121,5.884,12.200,0.213,0.297,0.288,0.380,0.679,0.894,0.561,5
3797,355.870,73.766,1733.114,761.870,2.477,2.781,5.832,6.549,6.190,14.722,13.572,0.322,0.346,0.724,0.728,1.705,1.714,1.209,5
3798,353.072,59.692,1758.997,959.593,0.777,1.157,1.829,2.726,2.277,3.379,21.011,0.293,0.423,0.265,0.442,0.625,1.042,0.608,5
3799,354.946,146.793,1692.054,1111.644,3.819,3.814,8.992,8.981,8.987,32.780,29.250,0.236,0.283,0.803,0.881,1.892,2.075,1.404,5
