 ,baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
3880,306.406,38.647,998.717,232.398,0.885,1.074,2.084,2.530,2.307,2.850,17.677,0.403,0.490,0.428,0.516,1.008,1.214,0.789,2
3881,310.324,51.807,756.751,239.215,0.947,1.253,2.230,2.951,2.591,3.119,16.362,0.299,0.396,0.320,0.423,0.754,0.996,0.625,2
3882,311.571,81.983,692.455,252.651,0.510,0.661,1.202,1.556,1.379,3.004,153.988,0.236,0.303,0.972,0.401,2.289,0.944,1.238,2
3883,308.086,39.473,905.978,263.189,1.018,1.216,2.397,2.865,2.631,2.852,14.439,0.373,0.446,0.398,0.479,0.938,1.128,0.733,2
3884,304.266,32.913,1625.895,318.932,0.869,1.558,2.046,3.669,2.857,3.214,15.197,0.409,0.728,0.423,0.783,0.995,1.843,1.047,2
3885,304.339,37.924,357.574,320.365,1.389,1.041,3.271,2.451,2.861,3.262,14.618,0.535,0.401,0.583,0.440,1.372,1.036,0.860,2
3886,309.743,68.233,1203.195,331.823,0.574,0.450,1.352,1.060,1.206,2.596,58.153,0.372,0.682,0.308,0.459,0.724,1.080,0.650,2
3887,304.905,54.256,1631.463,345.253,0.949,0.945,2.234,2.225,2.230,2.793,18.079,0.314,0.313,0.335,0.328,0.789,0.772,0.552,2
3888,300.553,34.091,61.426,350.381,0.840,1.397,1.979,3.291,2.635,3.048,16.476,0.392,0.660,0.454,0.704,1.069,1.657,0.986,2
3889,308.558,43.880,413.948,361.544,1.222,1.376,2.878,3.240,3.059,3.091,11.988,0.334,0.376,0.375,0.420,0.883,0.989,0.663,2
3890,304.647,34.631,1693.280,370.139,0.675,1.349,1.589,3.177,2.383,3.213,21.545,0.418,0.797,0.469,0.834,1.105,1.965,1.127,2
3891,317.547,58.067,766.299,377.213,0.661,1.156,1.556,2.722,2.139,3.186,24.824,0.273,0.454,0.321,0.472,0.755,1.110,0.672,2
3892,314.960,54.013,1271.812,393.680,0.437,1.378,1.029,3.246,2.137,2.949,51.850,0.711,0.582,0.494,0.597,1.162,1.406,0.912,2
3893,313.251,83.337,401.605,416.642,0.517,1.080,1.216,2.543,1.880,2.174,59.464,0.181,0.254,0.397,0.262,0.935,0.618,0.560,2
3894,316.263,45.958,1686.725,422.603,1.418,1.166,3.338,2.747,3.043,3.088,12.180,0.376,0.309,0.419,0.346,0.986,0.815,0.639,2
3895,312.896,38.320,737.930,428.188,1.332,0.669,3.137,1.575,2.356,2.891,18.305,0.649,0.358,0.678,0.327,1.597,0.771,0.887,2
3896,311.089,51.072,801.203,456.095,0.811,1.408,1.910,3.315,2.613,3.278,17.804,0.287,0.494,0.296,0.525,0.697,1.235,0.709,2
3897,308.447,42.840,376.964,462.040,1.558,1.033,3.670,2.433,3.052,3.843,15.997,0.583,0.385,0.642,0.424,1.511,0.999,0.906,2
3898,311.078,60.134,1093.111,473.952,0.764,0.706,1.800,1.663,1.731,2.397,19.358,0.280,0.270,0.253,0.218,0.595,0.513,0.393,2
3899,309.958,49.307,305.831,481.709,0.877,0.896,2.065,2.110,2.088,2.630,18.471,0.331,0.337,0.336,0.354,0.790,0.832,0.574,2
3900,309.926,47.967,409.264,482.376,0.822,1.432,1.935,3.372,2.653,2.939,15.648,0.268,0.465,0.288,0.495,0.679,1.167,0.675,2
3901,323.832,87.864,1457.728,490.136,0.623,0.946,1.468,2.229,1.848,2.761,25.627,0.188,0.251,0.205,0.255,0.483,0.600,0.385,2
3902,311.979,61.890,636.623,496.026,0.535,1.472,1.259,3.466,2.362,2.588,43.176,0.223,0.439,0.427,0.458,1.006,1.079,0.737,2
3903,308.751,47.963,1284.275,497.306,2.296,0.961,5.406,2.264,3.835,4.018,14.113,0.724,0.276,0.865,0.316,2.036,0.745,1.084,2
3904,318.328,66.668,989.777,503.252,0.433,0.982,1.019,2.312,1.666,3.026,94.340,0.833,0.438,0.643,0.446,1.514,1.051,0.922,2
3905,321.974,72.723,441.059,523.724,0.575,0.569,1.355,1.339,1.347,2.508,34.580,0.312,0.303,0.197,0.331,0.465,0.781,0.454,2
3906,318.508,41.803,1298.845,523.613,1.062,1.565,2.501,3.686,3.094,3.223,12.793,0.325,0.479,0.363,0.530,0.854,1.249,0.757,2
3907,312.781,78.292,525.031,533.654,0.790,0.515,1.860,1.214,1.537,2.644,68.490,0.297,0.322,0.267,0.499,0.629,1.174,0.666,2
3908,308.280,42.982,1528.833,535.644,1.254,1.146,2.954,2.699,2.827,2.807,12.542,0.366,0.334,0.400,0.366,0.943,0.863,0.639,2
3909,305.053,53.555,35.101,557.509,0.594,1.461,1.399,3.440,2.420,2.635,15.821,0.244,0.465,0.174,0.484,0.410,1.139,0.605,2
3910,317.325,46.295,1452.420,557.381,0.670,1.204,1.578,2.836,2.207,3.186,26.707,0.299,0.570,0.475,0.594,1.118,1.399,0.895,2
3911,312.942,50.480,1310.467,645.501,1.068,1.093,2.516,2.575,2.545,3.256,17.300,0.366,0.374,0.392,0.401,0.923,0.943,0.660,2
3912,311.005,44.660,1846.346,652.455,0.848,1.158,1.997,2.726,2.362,2.672,16.333,0.304,0.418,0.335,0.440,0.789,1.037,0.652,2
3913,309.849,33.005,1537.046,657.288,1.107,1.577,2.606,3.715,3.160,3.193,12.200,0.408,0.583,0.459,0.650,1.082,1.530,0.937,2
3914,301.387,37.279,1962.167,663.841,1.160,0.885,2.733,2.085,2.409,2.712,15.778,0.494,0.379,0.522,0.390,1.230,0.919,0.767,2
3915,319.179,51.254,377.340,675.743,1.093,1.197,2.575,2.820,2.697,3.420,16.569,0.353,0.387,0.382,0.418,0.901,0.985,0.667,2
3916,310.639,41.791,158.086,733.757,0.927,1.139,2.183,2.683,2.433,2.816,16.062,0.360,0.441,0.372,0.466,0.876,1.098,0.702,2
3917,310.591,64.759,1680.392,735.006,1.286,0.590,3.028,1.390,2.209,2.417,15.239,0.336,0.202,0.348,0.131,0.819,0.308,0.437,2
3918,321.516,22.834,1484.057,748.369,0.983,0.811,2.314,1.911,2.112,3.053,21.729,0.916,0.747,0.942,0.842,2.218,1.983,1.488,2
3919,323.158,46.759,1338.407,829.207,1.537,0.675,3.618,1.590,2.604,3.014,17.525,0.580,0.276,0.611,0.265,1.439,0.625,0.784,2
3920,309.530,51.351,1642.622,838.374,1.326,0.673,3.124,1.584,2.354,2.581,19.297,0.429,0.214,0.449,0.304,1.058,0.717,0.639,2
3921,315.201,48.069,221.881,845.747,0.882,1.002,2.076,2.360,2.218,2.688,17.358,0.323,0.365,0.326,0.382,0.768,0.900,0.592,2
3922,323.905,48.298,1201.825,852.892,0.934,0.870,2.199,2.049,2.124,3.255,22.140,0.435,0.408,0.448,0.406,1.055,0.957,0.712,2
3923,315.057,93.350,232.344,853.672,0.664,0.539,1.564,1.270,1.417,2.570,55.942,0.213,0.254,0.276,0.355,0.650,0.835,0.529,2
3924,311.089,38.738,459.242,863.020,1.516,1.249,3.570,2.940,3.255,3.579,12.490,0.489,0.402,0.555,0.462,1.307,1.088,0.850,2
3925,317.509,70.737,843.449,865.697,0.649,1.148,1.529,2.702,2.116,2.833,27.286,0.172,0.333,0.313,0.346,0.737,0.816,0.550,2
3926,319.866,52.733,1329.337,868.235,1.123,0.529,2.645,1.246,1.945,3.202,35.087,0.565,0.448,0.581,0.415,1.368,0.978,0.841,2
3927,304.309,38.584,1855.839,873.059,1.276,2.073,3.004,4.882,3.943,3.923,9.942,0.324,0.532,0.409,0.641,0.964,1.509,0.895,2
3928,299.801,50.114,2044.849,879.643,1.387,2.152,3.267,5.068,4.168,6.181,10.071,0.268,0.416,0.391,0.582,0.921,1.370,0.825,2
3929,321.002,72.457,1269.866,882.046,0.804,0.611,1.894,1.438,1.666,2.523,20.705,0.263,0.244,0.249,0.165,0.587,0.388,0.352,2
3930,314.342,52.416,822.501,898.733,0.830,1.239,1.954,2.918,2.436,3.072,18.456,0.279,0.423,0.326,0.447,0.768,1.052,0.651,2
3931,311.904,43.824,1806.954,914.405,2.190,1.652,5.157,3.889,4.523,5.932,10.435,0.528,0.378,0.728,0.537,1.714,1.266,1.065,2
3932,319.784,45.001,1068.012,968.159,0.880,1.176,2.072,2.768,2.420,2.877,16.570,0.331,0.439,0.333,0.463,0.783,1.091,0.672,2
3933,305.754,43.839,1900.780,999.373,1.140,1.204,2.684,2.836,2.760,3.160,14.701,0.382,0.404,0.416,0.439,0.979,1.034,0.712,2
3934,321.535,55.727,642.366,1003.477,1.072,0.865,2.526,2.036,2.281,3.517,22.491,0.425,0.339,0.447,0.380,1.052,0.894,0.690,2
3935,303.161,48.214,37.244,1005.847,0.622,1.056,1.464,2.486,1.975,3.151,26.327,0.372,0.543,0.374,0.559,0.882,1.317,0.792,2
3936,315.973,42.719,1375.895,1041.890,1.022,1.232,2.406,2.901,2.653,3.130,15.647,0.375,0.452,0.402,0.486,0.946,1.145,0.742,2
3937,314.320,39.620,160.616,1044.889,0.964,1.189,2.269,2.800,2.535,2.968,16.028,0.388,0.480,0.419,0.511,0.987,1.204,0.778,2
3938,315.913,40.563,1278.123,1049.250,1.115,0.918,2.625,2.161,2.393,3.164,18.559,0.510,0.420,0.538,0.444,1.268,1.045,0.821,2
3939,319.748,35.789,580.978,1090.599,0.981,1.832,2.309,4.315,3.312,3.742,14.347,0.392,0.737,0.435,0.821,1.025,1.934,1.094,2
3940,309.960,40.980,158.458,1098.093,1.360,0.798,3.204,1.880,2.542,3.008,16.582,0.565,0.338,0.597,0.324,1.407,0.764,0.800,2
3941,313.161,97.505,1968.661,1142.633,0.463,0.566,1.091,1.333,1.212,2.447,168.161,0.507,0.245,0.715,0.415,1.685,0.978,0.974,2
3942,313.057,40.336,1494.636,1153.515,1.148,1.511,2.702,3.559,3.131,3.233,12.275,0.349,0.460,0.394,0.514,0.928,1.210,0.762,2
3943,315.028,79.742,914.926,1177.394,0.601,1.007,1.415,2.372,1.894,2.925,21.797,0.227,0.300,0.156,0.310,0.367,0.730,0.408,2
3944,319.658,33.977,1170.275,1181.427,0.766,1.289,1.804,3.035,2.420,3.462,21.113,0.473,0.791,0.512,0.832,1.207,1.960,1.151,2
3945,316.564,56.147,473.611,1187.780,0.858,1.154,2.021,2.718,2.369,2.739,16.683,0.249,0.338,0.277,0.356,0.653,0.837,0.531,2
3946,317.427,68.115,1350.360,1214.753,0.531,1.383,1.250,3.257,2.254,2.610,43.679,0.227,0.396,0.389,0.412,0.915,0.969,0.667,2
3947,318.363,42.248,1355.639,1256.978,1.991,0.788,4.688,1.855,3.272,3.095,13.403,0.651,0.262,0.714,0.251,1.681,0.591,0.891,2
3948,318.274,55.464,706.863,1271.740,0.969,0.742,2.282,1.748,2.015,3.196,24.029,0.417,0.324,0.428,0.340,1.007,0.800,0.643,2
3949,322.809,77.043,1510.793,1272.828,0.852,0.809,2.006,1.905,1.955,3.116,23.498,0.266,0.254,0.269,0.250,0.634,0.588,0.432,2
3950,313.798,62.027,1417.690,1282.160,1.091,0.656,2.570,1.546,2.058,2.880,20.666,0.377,0.255,0.390,0.217,0.919,0.512,0.526,2
3951,317.398,117.412,252.349,1284.634,0.461,0.507,1.085,1.195,1.140,2.543,233.037,0.491,0.307,0.735,0.536,1.730,1.263,1.071,2
3952,320.759,47.833,1325.933,1317.073,0.959,1.438,2.259,3.386,2.823,3.161,14.932,0.301,0.450,0.321,0.487,0.755,1.146,0.686,2
3953,319.237,47.775,1699.706,1323.113,1.413,0.904,3.327,2.128,2.728,3.083,15.240,0.454,0.292,0.487,0.305,1.148,0.719,0.677,2
3954,318.153,52.101,571.337,1337.054,0.585,1.433,1.378,3.375,2.376,3.107,30.049,0.281,0.582,0.410,0.609,0.965,1.435,0.865,2
3955,325.349,83.247,1886.687,1341.795,1.099,0.698,2.587,1.643,2.115,3.085,21.811,0.291,0.196,0.302,0.187,0.712,0.441,0.419,2
3956,320.710,40.011,1057.167,1347.896,1.098,1.041,2.586,2.452,2.519,3.056,16.476,0.453,0.429,0.482,0.456,1.136,1.074,0.782,2
3957,317.932,51.204,1065.273,1363.837,1.628,0.886,3.834,2.086,2.960,2.871,13.121,0.420,0.229,0.455,0.243,1.071,0.572,0.607,2
3958,318.897,37.149,1165.994,1367.271,0.965,1.243,2.273,2.927,2.600,3.048,15.810,0.413,0.531,0.435,0.568,1.025,1.338,0.843,2
3959,316.977,21.966,1325.102,1391.117,1.016,0.982,2.392,2.311,2.351,3.284,19.571,0.909,0.879,0.953,0.918,2.243,2.162,1.558,2
3960,312.233,48.116,71.316,1402.016,1.020,0.993,2.401,2.338,2.370,2.849,16.814,0.357,0.348,0.378,0.364,0.890,0.856,0.617,2
3961,318.971,69.442,737.553,1418.642,1.484,0.481,3.495,1.133,2.314,3.246,100.343,0.540,0.419,0.561,0.692,1.322,1.629,1.049,2
3962,311.580,40.843,152.822,1430.640,1.025,1.274,2.414,3.000,2.707,2.911,14.134,0.355,0.441,0.383,0.476,0.902,1.122,0.720,2
3963,307.831,34.196,63.922,1437.407,1.089,1.247,2.564,2.937,2.751,3.300,15.498,0.494,0.566,0.536,0.614,1.261,1.445,0.959,2
3964,318.769,88.651,1370.250,1450.334,0.621,0.814,1.462,1.918,1.690,2.297,23.080,0.172,0.194,0.175,0.209,0.412,0.493,0.321,2
3965,313.578,87.797,167.212,1457.533,0.627,0.634,1.477,1.494,1.485,2.183,33.257,0.194,0.149,0.177,0.294,0.417,0.691,0.404,2
3966,322.721,39.654,493.764,1461.216,1.026,1.498,2.416,3.527,2.971,3.906,16.586,0.429,0.626,0.474,0.687,1.116,1.618,0.983,2
3967,320.491,53.957,708.559,1464.990,0.768,0.815,1.809,1.919,1.864,2.677,22.606,0.301,0.335,0.371,0.313,0.873,0.736,0.571,2
3968,320.195,50.452,1471.217,1532.062,0.563,1.212,1.327,2.855,2.091,2.822,23.839,0.340,0.516,0.304,0.532,0.717,1.253,0.722,2
3969,319.372,61.251,565.652,1563.847,0.767,0.795,1.807,1.872,1.840,3.072,25.907,0.315,0.336,0.360,0.322,0.847,0.757,0.568,2
3970,321.080,47.777,269.348,1573.758,0.774,1.337,1.823,3.148,2.486,3.017,18.107,0.280,0.490,0.328,0.517,0.773,1.218,0.721,2
3971,307.924,51.427,1799.391,1579.348,1.525,1.111,3.591,2.616,3.104,3.394,13.188,0.391,0.285,0.435,0.320,1.024,0.753,0.636,2
3972,317.980,54.512,795.994,1584.415,0.798,1.100,1.879,2.590,2.234,2.791,17.760,0.274,0.369,0.255,0.386,0.600,0.910,0.545,2
3973,314.036,34.252,1646.319,1606.751,1.007,1.132,2.371,2.667,2.519,3.527,19.109,0.561,0.631,0.600,0.672,1.413,1.583,1.061,2
3974,322.792,69.809,1063.182,1619.777,0.819,0.530,1.928,1.249,1.589,2.956,36.744,0.349,0.373,0.341,0.328,0.804,0.773,0.558,2
3975,314.137,45.044,516.783,1624.267,1.027,1.395,2.418,3.285,2.852,3.594,16.173,0.369,0.501,0.403,0.546,0.949,1.286,0.799,2
3976,317.431,79.256,687.654,1633.635,1.209,0.455,2.848,1.071,1.960,2.687,158.514,0.385,0.485,0.397,0.808,0.934,1.904,1.060,2
3977,314.883,38.568,505.066,1660.819,0.714,1.240,1.681,2.920,2.300,2.670,16.451,0.344,0.558,0.289,0.583,0.680,1.373,0.766,2
3978,302.883,55.409,2031.904,1677.380,0.682,0.920,1.606,2.167,1.886,2.541,19.506,0.278,0.340,0.224,0.358,0.528,0.843,0.497,2
3979,305.917,47.402,49.893,1703.204,1.054,0.831,2.482,1.956,2.219,2.730,17.771,0.398,0.316,0.415,0.322,0.977,0.757,0.618,2
3980,334.966,44.899,1313.642,1742.012,1.755,1.332,4.132,3.137,3.635,4.469,12.508,0.488,0.369,0.581,0.450,1.368,1.060,0.865,2
3981,324.086,46.502,1264.880,1765.639,0.903,0.921,2.126,2.169,2.148,3.077,20.834,0.407,0.412,0.413,0.438,0.972,1.032,0.709,2
3982,319.791,44.400,784.994,1772.075,1.040,0.993,2.449,2.337,2.393,3.092,17.984,0.423,0.404,0.445,0.423,1.047,0.996,0.722,2
3983,292.973,42.514,39.337,1773.777,1.562,1.568,3.679,3.691,3.685,4.438,12.082,0.440,0.445,0.533,0.537,1.255,1.264,0.891,2
3984,311.058,40.049,297.763,1793.815,0.500,1.250,1.178,2.944,2.061,3.009,38.236,0.621,0.749,0.564,0.772,1.327,1.817,1.125,2
3985,311.470,42.050,255.593,1800.697,1.659,0.952,3.906,2.242,3.074,3.255,13.725,0.540,0.309,0.591,0.345,1.392,0.811,0.806,2
3986,316.228,43.003,1391.515,1805.134,0.942,0.840,2.217,1.977,2.097,3.064,21.352,0.470,0.424,0.500,0.418,1.177,0.985,0.767,2
3987,308.592,74.135,1625.641,1807.512,2.380,2.343,5.604,5.517,5.560,7.183,8.261,0.235,0.254,0.390,0.436,0.918,1.026,0.688,2
3988,311.610,48.844,765.148,1817.394,1.272,0.789,2.995,1.858,2.427,3.237,19.936,0.499,0.304,0.527,0.363,1.240,0.854,0.753,2
3989,309.156,48.599,1911.971,1823.516,1.107,1.675,2.606,3.944,3.275,3.958,14.300,0.325,0.493,0.370,0.554,0.871,1.304,0.784,2
3990,330.211,58.473,1130.503,1833.056,0.694,0.847,1.635,1.993,1.814,3.208,31.732,0.298,0.397,0.460,0.382,1.084,0.900,0.704,2
3991,315.814,38.470,1005.013,1840.005,1.465,1.584,3.449,3.731,3.590,4.128,11.113,0.423,0.457,0.519,0.556,1.222,1.310,0.896,2
3992,301.703,42.226,1963.050,1851.582,1.020,1.018,2.402,2.397,2.399,2.821,16.371,0.396,0.394,0.416,0.420,0.979,0.988,0.696,2
3993,317.205,79.813,282.699,1861.085,0.478,0.766,1.126,1.805,1.466,2.637,85.259,0.461,0.298,0.535,0.265,1.260,0.624,0.703,2
3994,294.279,60.811,23.690,1884.665,1.131,0.480,2.662,1.131,1.897,2.488,79.062,0.424,0.447,0.437,0.631,1.028,1.486,0.904,2
3995,306.213,52.031,1644.595,1887.716,0.825,1.304,1.942,3.070,2.506,3.186,18.433,0.281,0.450,0.325,0.477,0.766,1.123,0.680,2
3996,315.114,43.275,1395.548,1889.471,1.170,1.767,2.756,4.162,3.459,3.970,12.934,0.348,0.528,0.407,0.605,0.958,1.424,0.858,2
3997,313.031,46.240,1542.719,1910.583,0.913,1.187,2.149,2.795,2.472,3.187,17.968,0.354,0.460,0.378,0.488,0.890,1.150,0.727,2
3998,312.441,43.617,1256.271,1913.334,2.300,0.872,5.415,2.054,3.734,3.407,13.166,0.740,0.254,0.876,0.293,2.063,0.691,1.088,2
3999,293.475,34.759,2012.322,1933.470,1.373,1.243,3.233,2.927,3.080,4.062,15.505,0.612,0.554,0.688,0.624,1.619,1.469,1.093,2
4000,312.696,41.594,1263.788,1953.775,1.151,0.919,2.711,2.165,2.438,2.893,16.535,0.458,0.366,0.485,0.386,1.143,0.909,0.730,2
4001,307.914,58.908,941.581,1973.960,0.933,0.945,2.197,2.225,2.211,2.549,16.632,0.262,0.267,0.281,0.274,0.661,0.645,0.462,2
4002,304.833,52.048,862.954,2045.669,0.641,1.525,1.509,3.591,2.550,3.258,16.788,0.256,0.622,0.189,0.724,0.445,1.704,0.881,2
4003,293.161,51.557,1780.506,5.530,1.116,0.543,2.627,1.278,1.953,2.780,67.017,0.510,0.208,0.528,0.799,1.243,1.882,1.128,2
4004,310.330,39.589,592.224,23.097,0.905,1.281,2.131,3.016,2.573,3.236,17.281,0.396,0.560,0.420,0.597,0.990,1.406,0.860,2
4005,301.052,44.530,1021.514,24.307,0.925,1.114,2.178,2.624,2.401,2.859,16.792,0.345,0.417,0.375,0.441,0.884,1.038,0.682,2
4006,288.499,46.157,143.556,25.416,0.620,0.992,1.461,2.337,1.899,2.759,33.947,0.276,0.488,0.567,0.508,1.334,1.197,0.896,2
4007,296.173,28.232,1660.099,25.521,1.537,1.089,3.619,2.563,3.091,3.203,12.570,0.684,0.484,0.760,0.544,1.789,1.281,1.100,2
4008,288.223,47.185,235.529,36.195,0.623,1.319,1.468,3.107,2.287,2.502,25.683,0.196,0.474,0.430,0.496,1.012,1.168,0.773,2
4009,307.991,43.701,981.266,92.927,0.820,1.006,1.930,2.369,2.149,2.962,20.247,0.379,0.466,0.400,0.481,0.941,1.134,0.737,2
4010,308.258,57.223,553.384,194.153,0.626,0.916,1.473,2.157,1.815,2.455,28.159,0.231,0.340,0.375,0.343,0.884,0.809,0.599,2
4011,304.929,41.441,126.119,216.429,1.068,1.027,2.516,2.419,2.467,3.014,16.788,0.432,0.416,0.458,0.444,1.080,1.046,0.752,2
4012,310.745,39.297,603.238,221.433,0.782,0.986,1.842,2.322,2.082,3.328,23.776,0.477,0.594,0.490,0.624,1.153,1.470,0.934,2
4013,308.594,38.697,804.686,221.753,1.152,1.128,2.713,2.656,2.685,2.983,14.531,0.433,0.423,0.468,0.458,1.101,1.078,0.770,2
4014,287.174,44.448,1.324,224.764,0.844,1.149,1.986,2.707,2.346,3.473,16.024,0.299,0.408,0.337,0.445,0.795,1.048,0.658,2
4015,305.425,58.773,774.066,239.797,1.077,0.541,2.535,1.275,1.905,2.495,23.625,0.380,0.301,0.390,0.252,0.918,0.594,0.546,2
4016,306.490,68.356,1721.263,261.645,0.856,0.577,2.016,1.359,1.687,2.618,38.635,0.312,0.247,0.321,0.389,0.756,0.916,0.594,2
4017,315.959,50.469,1542.672,278.248,0.795,1.297,1.871,3.055,2.463,2.507,14.961,0.229,0.376,0.259,0.397,0.609,0.935,0.558,2
4018,302.200,45.402,245.306,281.267,0.975,0.880,2.297,2.072,2.184,2.768,18.425,0.394,0.356,0.414,0.374,0.975,0.880,0.657,2
4019,305.789,44.099,965.933,285.896,0.877,1.065,2.066,2.509,2.287,3.208,19.867,0.403,0.486,0.404,0.509,0.951,1.199,0.765,2
4020,332.406,49.577,712.205,367.098,1.080,1.423,2.543,3.351,2.947,3.537,14.939,0.325,0.429,0.360,0.472,0.847,1.112,0.699,2
4021,308.636,53.136,1383.311,388.514,0.893,1.071,2.103,2.523,2.313,2.871,17.757,0.296,0.356,0.317,0.375,0.746,0.884,0.578,2
4022,317.005,84.244,1002.803,393.806,0.672,0.640,1.582,1.507,1.544,2.310,22.779,0.203,0.203,0.184,0.179,0.434,0.421,0.303,2
4023,306.582,60.762,119.266,426.953,0.448,0.775,1.055,1.825,1.440,2.412,96.001,0.753,0.366,0.710,0.324,1.672,0.762,0.919,2
4024,299.729,37.193,1938.597,446.876,0.798,1.083,1.879,2.550,2.215,2.589,17.671,0.359,0.496,0.421,0.518,0.992,1.220,0.786,2
4025,307.893,50.550,1335.383,468.962,0.787,1.364,1.853,3.211,2.532,2.876,16.846,0.249,0.438,0.296,0.464,0.698,1.092,0.648,2
4026,320.502,62.822,1208.585,481.536,0.994,0.536,2.341,1.262,1.801,2.837,79.629,0.415,0.195,0.431,0.754,1.014,1.776,1.022,2
4027,305.161,48.418,344.055,499.940,1.984,0.939,4.673,2.211,3.442,3.131,11.778,0.484,0.228,0.539,0.251,1.270,0.592,0.701,2
4028,308.907,51.724,657.130,514.051,0.712,1.461,1.677,3.441,2.559,2.697,15.275,0.232,0.449,0.207,0.474,0.486,1.116,0.609,2
4029,300.828,60.061,1931.368,522.981,1.299,0.930,3.060,2.191,2.625,3.301,17.009,0.370,0.266,0.396,0.278,0.933,0.654,0.570,2
4030,304.450,64.207,1810.483,538.611,0.973,0.710,2.292,1.671,1.981,2.859,24.260,0.330,0.233,0.346,0.311,0.815,0.732,0.548,2
4031,304.953,43.031,23.168,545.204,0.969,0.779,2.282,1.834,2.058,2.648,18.946,0.432,0.352,0.445,0.350,1.048,0.825,0.667,2
4032,318.256,50.839,704.739,557.595,0.890,0.760,2.097,1.790,1.943,2.887,23.711,0.391,0.325,0.405,0.398,0.954,0.938,0.669,2
4033,314.392,63.609,728.138,583.517,1.038,0.702,2.444,1.654,2.049,2.522,21.607,0.303,0.191,0.313,0.288,0.737,0.679,0.501,2
4034,313.713,36.510,652.905,587.186,1.168,1.065,2.750,2.509,2.629,3.248,16.404,0.525,0.479,0.564,0.514,1.328,1.210,0.899,2
4035,314.834,59.450,711.183,597.984,0.752,1.746,1.772,4.113,2.942,2.821,13.783,0.182,0.412,0.181,0.440,0.427,1.036,0.560,2
4036,311.967,41.899,271.166,612.468,1.148,1.302,2.702,3.065,2.884,3.319,14.401,0.394,0.447,0.433,0.491,1.020,1.156,0.771,2
4037,310.553,41.190,459.055,615.026,1.190,1.164,2.801,2.741,2.771,2.688,12.402,0.358,0.351,0.390,0.382,0.919,0.899,0.643,2
4038,310.555,56.875,321.042,618.600,0.820,0.884,1.932,2.081,2.006,2.577,18.912,0.281,0.296,0.266,0.319,0.625,0.751,0.489,2
4039,314.356,41.958,1228.920,630.920,0.922,1.107,2.172,2.607,2.389,2.775,16.214,0.360,0.431,0.371,0.454,0.873,1.070,0.690,2
4040,303.751,48.278,174.516,638.668,1.402,1.148,3.302,2.702,3.002,3.056,12.387,0.360,0.294,0.399,0.328,0.939,0.773,0.608,2
4041,322.371,57.575,964.381,643.600,0.714,0.991,1.681,2.334,2.008,2.993,24.719,0.271,0.387,0.353,0.404,0.832,0.951,0.632,2
4042,319.170,57.311,988.410,669.218,1.356,0.728,3.193,1.715,2.454,2.719,16.323,0.389,0.216,0.408,0.217,0.962,0.510,0.544,2
4043,315.226,39.376,1379.219,710.227,0.978,1.119,2.302,2.636,2.469,3.436,19.167,0.476,0.545,0.505,0.579,1.189,1.363,0.904,2
4044,315.296,55.265,895.037,730.834,0.717,1.033,1.688,2.432,2.060,2.875,19.860,0.292,0.393,0.241,0.406,0.568,0.956,0.556,2
4045,320.267,44.813,1412.177,739.859,0.776,0.969,1.827,2.282,2.055,3.151,22.439,0.404,0.495,0.392,0.509,0.923,1.198,0.756,2
4046,311.206,53.815,350.837,761.061,0.593,0.966,1.397,2.274,1.836,2.930,24.147,0.352,0.445,0.277,0.450,0.653,1.061,0.623,2
4047,316.290,47.404,1330.873,763.173,0.850,0.808,2.001,1.903,1.952,2.808,21.059,0.391,0.373,0.385,0.366,0.906,0.863,0.625,2
4048,311.777,56.389,1408.847,773.131,0.545,1.063,1.284,2.504,1.894,2.694,22.335,0.330,0.419,0.240,0.429,0.564,1.010,0.579,2
4049,313.784,43.785,309.143,783.622,1.024,1.451,2.412,3.417,2.914,3.209,14.080,0.330,0.467,0.360,0.510,0.849,1.200,0.735,2
4050,307.495,44.243,1845.295,783.005,0.861,0.902,2.027,2.125,2.076,3.018,21.347,0.416,0.439,0.440,0.440,1.037,1.036,0.733,2
4051,313.573,49.994,868.658,784.996,0.954,1.324,2.246,3.118,2.682,2.538,12.702,0.241,0.336,0.263,0.361,0.619,0.850,0.526,2
4052,319.216,43.699,1531.207,788.152,0.811,1.242,1.910,2.926,2.418,2.730,16.109,0.304,0.461,0.311,0.486,0.733,1.145,0.680,2
4053,316.044,55.548,1596.321,832.225,1.004,0.525,2.365,1.236,1.801,2.968,34.257,0.476,0.429,0.489,0.381,1.152,0.897,0.730,2
4054,322.399,65.860,936.044,837.809,0.527,1.004,1.240,2.365,1.803,2.712,20.524,0.302,0.351,0.173,0.357,0.407,0.841,0.467,2
4055,311.676,32.938,837.981,850.102,1.326,1.537,3.122,3.619,3.371,4.012,12.671,0.510,0.591,0.601,0.689,1.414,1.623,1.076,2
4056,323.657,42.329,884.085,850.208,1.464,0.734,3.447,1.728,2.587,2.686,15.266,0.533,0.276,0.563,0.275,1.327,0.648,0.738,2
4057,316.720,33.945,307.710,870.399,1.128,1.049,2.656,2.470,2.563,3.158,16.608,0.551,0.513,0.590,0.550,1.389,1.296,0.950,2
